source,target
rice flour,yeast
salt,baking powder
salt,salt
salt,seasoning
salt,sesame seeds
salt,silicon dioxide
salt,sodium acetate
salt,sodium benzoate
salt,sodium caseinate
salt,sodium citrate
salt,sodium lactate
salt,sodium nitrite
salt,sodium phosphates
salt,sodium stearoyl lactylate
salt,sorbic acid
salt,sorbitol
salt,soy flour
salt,soy lecithin
salt,soy sauce
salt,soybean
salt,spices
salt,starch
salt,sucralose
salt,sugar
salt,sunflower seeds
salt,thiamine
salt,titanium dioxide
salt,tocopherols
salt,tomato paste
salt,tomato powder
salt,tomatoes
salt,turmeric
salt,vanilla
salt,vegetable oil
salt,vinegar
salt,vitamins
salt,water
salt,wheat flour
salt,wheat gluten
salt,whey
salt,xanthan gum
salt,yeast
salt,zinc oxide
seasoning,sodium benzoate
seasoning,soybean
seasoning,spices
seasoning,sugar
seasoning,tomato paste
seasoning,tomatoes
seasoning,vegetable oil
seasoning,whey
sesame seeds,sugar
sesame seeds,vanilla
sesame seeds,water
sesame seeds,yeast
silicon dioxide,sodium citrate
silicon dioxide,sodium phosphates
silicon dioxide,soy flour
silicon dioxide,spices
silicon dioxide,sugar
silicon dioxide,tomato powder
silicon dioxide,tricalcium phosphate
silicon dioxide,vinegar
silicon dioxide,whey
silicon dioxide,yeast
sodium acetate,sodium nitrite
sodium acetate,soy lecithin
sodium acetate,spices
sodium acetate,sugar
sodium acetate,vinegar
sodium acetate,water
sodium ascorbate,water
sodium benzoate,sodium citrate
sodium benzoate,sorbic acid
sodium benzoate,soy sauce
sodium benzoate,soybean
sodium benzoate,spices
sodium benzoate,sucralose
sodium benzoate,sugar
sodium benzoate,tomato paste
sodium benzoate,tomatoes
sodium benzoate,vegetable oil
sodium benzoate,water
sodium benzoate,whey
sodium benzoate,xanthan gum
sodium caseinate,sodium phosphates
sodium caseinate,sodium stearoyl lactylate
sodium caseinate,soy lecithin
sodium caseinate,soybean
sodium caseinate,spices
sodium caseinate,sugar
sodium caseinate,whey
sodium caseinate,yeast
sodium citrate,sodium phosphates
sodium citrate,soy lecithin
sodium citrate,starch
sodium citrate,sugar
sodium citrate,water
sodium citrate,whey
sodium citrate,yeast
sodium lactate,soy lecithin
sodium lactate,spices
sodium lactate,sugar
sodium lactate,water
sodium lactate,wheat gluten
sodium nitrite,spices
sodium nitrite,sugar
sodium nitrite,water
sodium phosphates,salt
sodium phosphates,sodium stearoyl lactylate
sodium phosphates,soy flour
sodium phosphates,soy lecithin
sodium phosphates,soybean
sodium phosphates,spices
sodium phosphates,starch
sodium phosphates,sugar
sodium phosphates,titanium dioxide
sodium phosphates,vegetable oil
sodium phosphates,vinegar
sodium phosphates,water
sodium phosphates,whey
sodium phosphates,xanthan gum
sodium phosphates,yeast
sodium propionate,baking powder
sodium propionate,salt
sodium propionate,soybean
sodium propionate,sugar
sodium propionate,water
sodium propionate,xanthan gum
sodium stearoyl lactylate,soy lecithin
sodium stearoyl lactylate,soybean
sodium stearoyl lactylate,spices
sodium stearoyl lactylate,sugar
sodium stearoyl lactylate,thiamine
sodium stearoyl lactylate,vanilla
sodium stearoyl lactylate,vegetable oil
sodium stearoyl lactylate,vitamins
sodium stearoyl lactylate,water
sodium stearoyl lactylate,whey
sodium stearoyl lactylate,xanthan gum
sodium stearoyl lactylate,yeast
sorbic acid,soy lecithin
sorbic acid,spices
sorbic acid,sugar
sorbic acid,vegetable oil
sorbic acid,water
sorbic acid,wheat flour
sorbic acid,wheat gluten
sorbic acid,whey
sorbic acid,xanthan gum
sorbic acid,yeast
sorbitol,spices
sorbitol,sugar
sorbitol,whey
soy flour,soy lecithin
soy flour,spices
soy flour,sugar
soy flour,water
soy flour,wheat flour
soy flour,wheat gluten
soy flour,whey
soy flour,xanthan gum
soy flour,yeast
soy lecithin,soybean
soy lecithin,spices
soy lecithin,starch
soy lecithin,sugar
soy lecithin,thiamine
soy lecithin,turmeric
soy lecithin,vanilla
soy lecithin,vegetable oil
soy lecithin,vinegar
soy lecithin,vitamins
soy lecithin,water
soy lecithin,wheat flour
soy lecithin,wheat gluten
soy lecithin,whey
soy lecithin,xanthan gum
soy lecithin,yeast
soy sauce,spices
soy sauce,sugar
soy sauce,tocopherols
soy sauce,vegetable oil
soy sauce,water
soy sauce,yeast
soybean,polysorbate
soybean,potassium sorbate
soybean,pyridoxine hydrochloride
soybean,riboflavin
soybean,rice flour
soybean,salt
soybean,soy lecithin
soybean,spices
soybean,starch
soybean,sugar
soybean,thiamine
soybean,tomato paste
soybean,tomatoes
soybean,turmeric
soybean,vanilla
soybean,vegetable oil
soybean,vitamins
soybean,water
soybean,wheat flour
soybean,whey
soybean,xanthan gum
soybean,yeast
spices,coconut
spices,corn syrup
spices,dextrose
spices,dough conditioners
spices,flour
spices,folic acid
spices,gelatin
spices,guar gum
spices,honey
spices,leavening
spices,malic acid
spices,maltodextrin
spices,milk
spices,molasses
spices,pyridoxine hydrochloride
spices,raisins
spices,riboflavin
spices,salt
spices,sesame seeds
spices,sodium benzoate
spices,soy flour
spices,soy lecithin
spices,soybean
spices,starch
spices,sugar
spices,thiamine
spices,titanium dioxide
spices,tocopherols
spices,tomato paste
spices,tomato powder
spices,tomatoes
spices,turmeric
spices,vanilla
spices,vegetable oil
spices,vinegar
spices,vitamins
spices,water
spices,wheat flour
spices,wheat gluten
spices,whey
spices,xanthan gum
spices,yeast
starch,baking powder
starch,corn syrup
starch,cream
starch,datem
starch,dextrose
starch,diglycerides
starch,dough conditioners
starch,eggs
starch,enzymes
starch,flour
starch,folic acid
starch,fructose
starch,garlic
starch,gelatin
starch,glycerin
starch,guar gum
starch,gum arabic
starch,honey
starch,hydrolyzed soy protein
starch,lactic acid
starch,lactose
starch,leavening
starch,lemon juice concentrate
starch,malic acid
starch,maltodextrin
starch,milk
starch,molasses
starch,mono diglycerides
starch,monosodium glutamate
starch,onion
starch,paprika
starch,peanuts
starch,pectin
starch,phosphoric acid
starch,polysorbate
starch,pork
starch,potassium sorbate
starch,potatoes
starch,pyridoxine hydrochloride
starch,raisins
starch,reduced iron
starch,riboflavin
starch,rice flour
starch,salt
starch,silicon dioxide
starch,sodium benzoate
starch,sodium caseinate
starch,sodium citrate
starch,sodium lactate
starch,sodium phosphates
starch,sodium propionate
starch,sodium stearoyl lactylate
starch,sorbitol
starch,soy flour
starch,soy lecithin
starch,soy sauce
starch,soybean
starch,spices
starch,starch
starch,sugar
starch,thiamine
starch,titanium dioxide
starch,tocopherols
starch,tomato paste
starch,turmeric
starch,vanilla
starch,vegetable oil
starch,vegetable oils
starch,vinegar
starch,vitamins
starch,water
starch,wheat flour
starch,wheat gluten
starch,whey
starch,xanthan gum
starch,yeast
sucralose,vitamins
sucralose,water
sugar,starch
sugar,sugar
sugar,sunflower seeds
sugar,thiamine
sugar,titanium dioxide
sugar,tomato paste
sugar,tomato powder
sugar,tomatoes
sugar,tricalcium phosphate
sugar,turmeric
sugar,vanilla
sugar,vegetable oil
sugar,vinegar
sugar,vitamins
sugar,water
sugar,wheat flour
sugar,wheat gluten
sugar,whey
sugar,xanthan gum
sugar,yeast
sugar,zinc oxide
thiamine,starch
thiamine,turmeric
thiamine,vegetable oil
thiamine,vitamins
thiamine,wheat flour
thiamine,whey
thiamine,xanthan gum
thiamine,zinc oxide
titanium dioxide,vanilla
titanium dioxide,vegetable oil
titanium dioxide,water
titanium dioxide,whey
titanium dioxide,xanthan gum
tocopherols,vegetable oil
tocopherols,wheat flour
tomato paste,tomatoes
tomato paste,water
tomato powder,vinegar
tomato powder,whey
tomato powder,yeast
tomatoes,yeast
turmeric,starch
turmeric,vegetable oil
turmeric,vitamins
turmeric,water
turmeric,xanthan gum
turmeric,yeast
vanilla,vegetable oil
vanilla,vitamins
vanilla,water
vanilla,whey
vanilla,xanthan gum
vanilla,yeast
vegetable oil,carrageenan
vegetable oil,cheddar cheese
vegetable oil,chicken
vegetable oil,citric acid
vegetable oil,coconut
vegetable oil,corn syrup
vegetable oil,cream
vegetable oil,dextrose
vegetable oil,diglycerides
vegetable oil,disodium guanylate
vegetable oil,disodium inosinate
vegetable oil,flour
vegetable oil,folic acid
vegetable oil,garlic
vegetable oil,gelatin
vegetable oil,guar gum
vegetable oil,honey
vegetable oil,lactic acid
vegetable oil,leavening
vegetable oil,malic acid
vegetable oil,maltodextrin
vegetable oil,milk
vegetable oil,molasses
vegetable oil,mono diglycerides
vegetable oil,monosodium glutamate
vegetable oil,onion
vegetable oil,paprika
vegetable oil,parmesan cheese
vegetable oil,parsley
vegetable oil,peanut butter
vegetable oil,peanuts
vegetable oil,pepper
vegetable oil,polysorbate
vegetable oil,popcorn
vegetable oil,potassium chloride
vegetable oil,potassium sorbate
vegetable oil,potatoes
vegetable oil,pyridoxine hydrochloride
vegetable oil,raisins
vegetable oil,reduced iron
vegetable oil,riboflavin
vegetable oil,rice flour
vegetable oil,salt
vegetable oil,seasoning
vegetable oil,silicon dioxide
vegetable oil,sodium benzoate
vegetable oil,sodium citrate
vegetable oil,sodium phosphates
vegetable oil,sodium propionate
vegetable oil,sodium stearoyl lactylate
vegetable oil,soy flour
vegetable oil,soy lecithin
vegetable oil,soy sauce
vegetable oil,soybean
vegetable oil,spices
vegetable oil,starch
vegetable oil,sugar
vegetable oil,tbhq
vegetable oil,thiamine
vegetable oil,titanium dioxide
vegetable oil,tomato paste
vegetable oil,tomato powder
vegetable oil,tomatoes
vegetable oil,turmeric
vegetable oil,vanilla
vegetable oil,vegetable oil
vegetable oil,vegetable oils
vegetable oil,vinegar
vegetable oil,vitamins
vegetable oil,water
vegetable oil,wheat flour
vegetable oil,wheat gluten
vegetable oil,whey
vegetable oil,xanthan gum
vegetable oil,yeast
vegetable oils,polysorbate
vegetable oils,potassium sorbate
vegetable oils,salt
vegetable oils,sodium caseinate
vegetable oils,sodium stearoyl lactylate
vegetable oils,soy lecithin
vegetable oils,sugar
vegetable oils,titanium dioxide
vegetable oils,vegetable oil
vegetable oils,water
vegetable oils,xanthan gum
vinegar,garlic
vinegar,gelatin
vinegar,guar gum
vinegar,honey
vinegar,lactic acid
vinegar,maltodextrin
vinegar,molasses
vinegar,mono diglycerides
vinegar,monosodium glutamate
vinegar,onion
vinegar,pepper
vinegar,phosphoric acid
vinegar,polysorbate
vinegar,potassium sorbate
vinegar,salt
vinegar,sodium benzoate
vinegar,sodium phosphates
vinegar,sorbic acid
vinegar,soy sauce
vinegar,spices
vinegar,starch
vinegar,sugar
vinegar,titanium dioxide
vinegar,tomato paste
vinegar,turmeric
vinegar,vegetable oil
vinegar,vitamins
vinegar,water
vinegar,whey
vinegar,xanthan gum
vinegar,yeast
vitamins,starch
vitamins,vitamins
vitamins,water
vitamins,wheat flour
vitamins,whey
vitamins,xanthan gum
vitamins,yeast
vitamins,zinc oxide
water,water
water,wheat flour
water,wheat gluten
water,whey
water,xanthan gum
water,yeast
wheat flour,calcium carbonate
wheat flour,chocolate
wheat flour,cocoa
wheat flour,corn syrup
wheat flour,dextrose
wheat flour,eggs
wheat flour,flour
wheat flour,gelatin
wheat flour,leavening
wheat flour,molasses
wheat flour,salt
wheat flour,soy lecithin
wheat flour,soybean
wheat flour,starch
wheat flour,sugar
wheat flour,vanilla
wheat flour,vegetable oil
wheat flour,vitamins
wheat flour,wheat flour
wheat flour,wheat gluten
wheat flour,whey
wheat flour,xanthan gum
wheat flour,yeast
wheat gluten,wheat flour
wheat gluten,whey
wheat gluten,xanthan gum
wheat gluten,yeast
whey,wheat flour
whey,whey
whey,xanthan gum
whey,yeast
xanthan gum,yeast
